,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,date
262,263,2010,1,11,22,20.0,-23,-13.0,1033.0,0,93.43,0,0,2010-01-11 22:00:00
263,264,2010,1,11,23,15.0,-22,-12.0,1032.0,1,0.89,0,0,2010-01-11 23:00:00
264,265,2010,1,12,0,21.0,-22,-15.0,1031.0,1,1.78,0,0,2010-01-12 00:00:00
265,266,2010,1,12,1,21.0,-22,-14.0,1031.0,2,1.79,0,0,2010-01-12 01:00:00
266,267,2010,1,12,2,37.0,-22,-14.0,1031.0,0,0.89,0,0,2010-01-12 02:00:00
267,268,2010,1,12,3,26.0,-24,-18.0,1030.0,2,1.79,0,0,2010-01-12 03:00:00
268,269,2010,1,12,4,15.0,-24,-13.0,1030.0,2,3.58,0,0,2010-01-12 04:00:00
269,270,2010,1,12,5,9.0,-25,-14.0,1030.0,0,3.13,0,0,2010-01-12 05:00:00
270,271,2010,1,12,6,11.0,-24,-14.0,1030.0,0,7.15,0,0,2010-01-12 06:00:00
271,272,2010,1,12,7,11.0,-25,-12.0,1030.0,0,12.96,0,0,2010-01-12 07:00:00
272,273,2010,1,12,8,16.0,-26,-14.0,1030.0,0,16.98,0,0,2010-01-12 08:00:00
273,274,2010,1,12,9,13.0,-25,-12.0,1031.0,0,21.0,0,0,2010-01-12 09:00:00
274,275,2010,1,12,10,15.0,-25,-11.0,1031.0,0,26.81,0,0,2010-01-12 10:00:00
275,276,2010,1,12,11,21.0,-24,-11.0,1030.0,0,35.75,0,0,2010-01-12 11:00:00
276,277,2010,1,12,12,24.0,-23,-11.0,1029.0,0,47.82,0,0,2010-01-12 12:00:00
277,278,2010,1,12,13,22.0,-22,-11.0,1029.0,0,63.02,0,0,2010-01-12 13:00:00
278,279,2010,1,12,14,22.0,-23,-11.0,1029.0,0,75.98,0,0,2010-01-12 14:00:00
279,280,2010,1,12,15,22.0,-22,-11.0,1029.0,0,88.05,0,0,2010-01-12 15:00:00
280,281,2010,1,12,16,19.0,-23,-11.0,1030.0,0,101.01,0,0,2010-01-12 16:00:00
281,282,2010,1,12,17,23.0,-24,-11.0,1030.0,0,109.06,0,0,2010-01-12 17:00:00
282,283,2010,1,12,18,25.0,-24,-11.0,1032.0,0,118.0,0,0,2010-01-12 18:00:00
283,284,2010,1,12,19,25.0,-23,-11.0,1032.0,0,126.05,0,0,2010-01-12 19:00:00
284,285,2010,1,12,20,31.0,-23,-12.0,1032.0,0,134.1,0,0,2010-01-12 20:00:00
285,286,2010,1,12,21,25.0,-24,-12.0,1033.0,0,142.15,0,0,2010-01-12 21:00:00
286,287,2010,1,12,22,22.0,-23,-12.0,1033.0,0,150.2,0,0,2010-01-12 22:00:00
287,288,2010,1,12,23,22.0,-23,-12.0,1034.0,0,160.03,0,0,2010-01-12 23:00:00
288,289,2010,1,13,0,15.0,-24,-12.0,1034.0,0,169.86,0,0,2010-01-13 00:00:00
289,290,2010,1,13,1,16.0,-24,-12.0,1033.0,0,178.8,0,0,2010-01-13 01:00:00
290,291,2010,1,13,2,11.0,-25,-12.0,1033.0,0,189.98,0,0,2010-01-13 02:00:00
291,292,2010,1,13,3,11.0,-24,-13.0,1033.0,0,198.03,0,0,2010-01-13 03:00:00
292,293,2010,1,13,4,12.0,-25,-12.0,1032.0,0,205.18,0,0,2010-01-13 04:00:00
293,294,2010,1,13,5,11.0,-25,-12.0,1033.0,0,215.01,0,0,2010-01-13 05:00:00
294,295,2010,1,13,6,12.0,-25,-12.0,1032.0,0,226.19,0,0,2010-01-13 06:00:00
295,296,2010,1,13,7,27.0,-25,-12.0,1032.0,0,235.13,0,0,2010-01-13 07:00:00
296,297,2010,1,13,8,28.0,-25,-12.0,1032.0,0,243.18,0,0,2010-01-13 08:00:00
297,298,2010,1,13,9,34.0,-23,-11.0,1033.0,0,252.12,0,0,2010-01-13 09:00:00
298,299,2010,1,13,10,33.0,-23,-10.0,1033.0,0,257.93,0,0,2010-01-13 10:00:00
299,300,2010,1,13,11,36.0,-22,-9.0,1033.0,0,263.74,0,0,2010-01-13 11:00:00
300,301,2010,1,13,12,26.0,-21,-8.0,1031.0,0,270.89,0,0,2010-01-13 12:00:00
301,302,2010,1,13,13,49.0,-21,-6.0,1030.0,0,278.94,0,0,2010-01-13 13:00:00
302,303,2010,1,13,14,52.0,-20,-5.0,1029.0,0,286.99,0,0,2010-01-13 14:00:00
303,304,2010,1,13,15,47.0,-22,-5.0,1028.0,0,294.14,0,0,2010-01-13 15:00:00
304,305,2010,1,13,16,47.0,-21,-5.0,1028.0,0,299.06,0,0,2010-01-13 16:00:00
305,306,2010,1,13,17,39.0,-19,-7.0,1028.0,3,1.79,0,0,2010-01-13 17:00:00
306,307,2010,1,13,18,59.0,-19,-8.0,1028.0,1,0.45,0,0,2010-01-13 18:00:00
307,308,2010,1,13,19,76.0,-20,-9.0,1028.0,1,1.34,0,0,2010-01-13 19:00:00
308,309,2010,1,13,20,96.0,-19,-10.0,1027.0,3,1.79,0,0,2010-01-13 20:00:00
309,310,2010,1,13,21,95.0,-19,-13.0,1027.0,1,0.89,0,0,2010-01-13 21:00:00
310,311,2010,1,13,22,68.0,-18,-12.0,1027.0,1,1.78,0,0,2010-01-13 22:00:00
311,312,2010,1,13,23,65.0,-18,-13.0,1027.0,2,0.89,0,0,2010-01-13 23:00:00
312,313,2010,1,14,0,75.0,-18,-14.0,1026.0,2,1.78,0,0,2010-01-14 00:00:00
313,314,2010,1,14,1,257.0,-20,-15.0,1025.0,2,2.67,0,0,2010-01-14 01:00:00
314,315,2010,1,14,2,174.0,-20,-15.0,1025.0,0,0.89,0,0,2010-01-14 02:00:00
315,316,2010,1,14,3,164.0,-20,-16.0,1025.0,0,1.78,0,0,2010-01-14 03:00:00
316,317,2010,1,14,4,161.0,-20,-16.0,1024.0,0,3.57,0,0,2010-01-14 04:00:00
317,318,2010,1,14,5,137.0,-21,-17.0,1024.0,0,6.7,0,0,2010-01-14 05:00:00
318,319,2010,1,14,6,92.0,-19,-14.0,1023.0,0,10.72,0,0,2010-01-14 06:00:00
319,320,2010,1,14,7,64.0,-21,-17.0,1023.0,0,13.85,0,0,2010-01-14 07:00:00
320,321,2010,1,14,8,87.0,-19,-15.0,1024.0,0,15.64,0,0,2010-01-14 08:00:00
321,322,2010,1,14,9,87.0,-19,-14.0,1024.0,0,18.77,0,0,2010-01-14 09:00:00
322,323,2010,1,14,10,84.0,-18,-10.0,1024.0,0,22.79,0,0,2010-01-14 10:00:00
323,324,2010,1,14,11,95.0,-17,-9.0,1023.0,0,24.58,0,0,2010-01-14 11:00:00
324,325,2010,1,14,12,79.0,-16,-6.0,1023.0,0,26.37,0,0,2010-01-14 12:00:00
325,326,2010,1,14,13,75.0,-17,-5.0,1022.0,0,28.16,0,0,2010-01-14 13:00:00
326,327,2010,1,14,14,79.0,-16,-5.0,1022.0,0,29.95,0,0,2010-01-14 14:00:00
327,328,2010,1,14,15,86.0,-15,-4.0,1022.0,0,33.08,0,0,2010-01-14 15:00:00
328,329,2010,1,14,16,72.0,-16,-4.0,1023.0,1,0.89,0,0,2010-01-14 16:00:00
329,330,2010,1,14,17,89.0,-15,-5.0,1025.0,3,1.79,0,0,2010-01-14 17:00:00
330,331,2010,1,14,18,94.0,-14,-3.0,1026.0,0,5.81,0,0,2010-01-14 18:00:00
331,332,2010,1,14,19,69.0,-16,-3.0,1027.0,0,11.62,0,0,2010-01-14 19:00:00
332,333,2010,1,14,20,49.0,-15,-4.0,1029.0,0,20.56,0,0,2010-01-14 20:00:00
333,334,2010,1,14,21,33.0,-16,-5.0,1031.0,0,24.58,0,0,2010-01-14 21:00:00
334,335,2010,1,14,22,27.0,-17,-6.0,1032.0,2,3.13,0,0,2010-01-14 22:00:00
335,336,2010,1,14,23,20.0,-18,-6.0,1033.0,2,8.05,0,0,2010-01-14 23:00:00
336,337,2010,1,15,0,36.0,-19,-7.0,1034.0,2,13.86,0,0,2010-01-15 00:00:00
337,338,2010,1,15,1,37.0,-17,-8.0,1035.0,0,5.81,0,0,2010-01-15 01:00:00
338,339,2010,1,15,2,30.0,-18,-10.0,1035.0,0,11.62,0,0,2010-01-15 02:00:00
339,340,2010,1,15,3,18.0,-19,-10.0,1036.0,0,14.75,0,0,2010-01-15 03:00:00
340,341,2010,1,15,4,21.0,-19,-9.0,1036.0,0,19.67,0,0,2010-01-15 04:00:00
341,342,2010,1,15,5,13.0,-19,-9.0,1036.0,2,7.15,0,0,2010-01-15 05:00:00
342,343,2010,1,15,6,23.0,-20,-9.0,1037.0,2,12.96,0,0,2010-01-15 06:00:00
343,344,2010,1,15,7,26.0,-19,-9.0,1037.0,2,18.77,0,0,2010-01-15 07:00:00
344,345,2010,1,15,8,27.0,-19,-8.0,1038.0,2,22.79,0,0,2010-01-15 08:00:00
345,346,2010,1,15,9,30.0,-19,-8.0,1039.0,2,28.6,0,0,2010-01-15 09:00:00
346,347,2010,1,15,10,28.0,-19,-7.0,1039.0,2,35.75,0,0,2010-01-15 10:00:00
347,348,2010,1,15,11,26.0,-18,-6.0,1039.0,2,41.56,0,0,2010-01-15 11:00:00
348,349,2010,1,15,12,26.0,-18,-5.0,1039.0,2,45.58,0,0,2010-01-15 12:00:00
349,350,2010,1,15,13,31.0,-17,-4.0,1038.0,0,1.79,0,0,2010-01-15 13:00:00
350,351,2010,1,15,14,35.0,-16,-3.0,1037.0,1,0.89,0,0,2010-01-15 14:00:00
351,352,2010,1,15,15,36.0,-17,-3.0,1037.0,1,1.78,0,0,2010-01-15 15:00:00
352,353,2010,1,15,16,37.0,-17,-2.0,1037.0,1,2.23,0,0,2010-01-15 16:00:00
353,354,2010,1,15,17,64.0,-15,-5.0,1036.0,3,0.89,0,0,2010-01-15 17:00:00
354,355,2010,1,15,18,83.0,-15,-6.0,1036.0,1,0.89,0,0,2010-01-15 18:00:00
355,356,2010,1,15,19,91.0,-15,-6.0,1037.0,1,1.78,0,0,2010-01-15 19:00:00
356,357,2010,1,15,20,90.0,-14,-6.0,1037.0,3,1.79,0,0,2010-01-15 20:00:00
357,358,2010,1,15,21,102.0,-14,-8.0,1036.0,3,3.58,0,0,2010-01-15 21:00:00
358,359,2010,1,15,22,94.0,-14,-10.0,1037.0,1,0.89,0,0,2010-01-15 22:00:00
359,360,2010,1,15,23,87.0,-15,-11.0,1036.0,1,1.78,0,0,2010-01-15 23:00:00
360,361,2010,1,16,0,141.0,-15,-11.0,1036.0,1,2.67,0,0,2010-01-16 00:00:00
361,362,2010,1,16,1,211.0,-16,-13.0,1036.0,2,0.89,0,0,2010-01-16 01:00:00
362,363,2010,1,16,2,242.0,-16,-12.0,1036.0,1,0.89,0,0,2010-01-16 02:00:00
363,364,2010,1,16,3,271.0,-16,-13.0,1035.0,2,0.89,0,0,2010-01-16 03:00:00
364,365,2010,1,16,4,249.0,-15,-12.0,1035.0,2,1.78,0,0,2010-01-16 04:00:00
365,366,2010,1,16,5,200.0,-14,-10.0,1034.0,0,1.79,0,0,2010-01-16 05:00:00
366,367,2010,1,16,6,147.0,-15,-10.0,1034.0,0,2.68,0,0,2010-01-16 06:00:00
367,368,2010,1,16,7,114.0,-15,-11.0,1034.0,0,4.47,0,0,2010-01-16 07:00:00
368,369,2010,1,16,8,102.0,-15,-11.0,1034.0,0,6.26,0,0,2010-01-16 08:00:00
369,370,2010,1,16,9,108.0,-14,-9.0,1034.0,0,8.05,0,0,2010-01-16 09:00:00
370,371,2010,1,16,10,135.0,-14,-9.0,1034.0,0,9.84,0,0,2010-01-16 10:00:00
371,372,2010,1,16,11,120.0,-13,-6.0,1034.0,1,0.89,0,0,2010-01-16 11:00:00
372,373,2010,1,16,12,148.0,-13,-5.0,1033.0,0,1.79,0,0,2010-01-16 12:00:00
373,374,2010,1,16,13,127.0,-12,-4.0,1031.0,1,0.89,0,0,2010-01-16 13:00:00
374,375,2010,1,16,14,128.0,-12,-3.0,1031.0,1,1.78,0,0,2010-01-16 14:00:00
375,376,2010,1,16,15,140.0,-12,-3.0,1030.0,1,2.67,0,0,2010-01-16 15:00:00
376,377,2010,1,16,16,148.0,-11,-3.0,1030.0,1,3.56,0,0,2010-01-16 16:00:00
377,378,2010,1,16,17,150.0,-11,-4.0,1031.0,2,0.89,0,0,2010-01-16 17:00:00
378,379,2010,1,16,18,154.0,-12,-7.0,1031.0,1,0.89,0,0,2010-01-16 18:00:00
379,380,2010,1,16,19,197.0,-12,-7.0,1032.0,1,1.78,0,0,2010-01-16 19:00:00
380,381,2010,1,16,20,235.0,-12,-8.0,1032.0,1,2.23,0,0,2010-01-16 20:00:00
381,382,2010,1,16,21,261.0,-12,-9.0,1032.0,1,3.12,0,0,2010-01-16 21:00:00
382,383,2010,1,16,22,269.0,-13,-11.0,1032.0,0,0.89,0,0,2010-01-16 22:00:00
383,384,2010,1,16,23,266.0,-14,-11.0,1032.0,0,2.68,0,0,2010-01-16 23:00:00
384,385,2010,1,17,0,263.0,-15,-12.0,1032.0,0,5.81,0,0,2010-01-17 00:00:00
385,386,2010,1,17,1,241.0,-14,-11.0,1032.0,1,0.45,0,0,2010-01-17 01:00:00
386,387,2010,1,17,2,205.0,-14,-11.0,1031.0,1,1.34,0,0,2010-01-17 02:00:00
387,388,2010,1,17,3,160.0,-14,-12.0,1031.0,0,1.79,0,0,2010-01-17 03:00:00
388,389,2010,1,17,4,150.0,-14,-12.0,1031.0,0,3.58,0,0,2010-01-17 04:00:00
389,390,2010,1,17,5,148.0,-14,-10.0,1030.0,0,6.71,0,0,2010-01-17 05:00:00
390,391,2010,1,17,6,208.0,-14,-11.0,1030.0,0,9.84,0,0,2010-01-17 06:00:00
391,392,2010,1,17,7,209.0,-15,-10.0,1030.0,0,11.63,0,0,2010-01-17 07:00:00
392,393,2010,1,17,8,183.0,-13,-10.0,1030.0,0,14.76,0,0,2010-01-17 08:00:00
393,394,2010,1,17,9,161.0,-13,-8.0,1030.0,0,17.89,0,0,2010-01-17 09:00:00
394,395,2010,1,17,10,182.0,-12,-6.0,1030.0,1,0.45,0,0,2010-01-17 10:00:00
395,396,2010,1,17,11,230.0,-11,-5.0,1030.0,1,1.34,0,0,2010-01-17 11:00:00
396,397,2010,1,17,12,170.0,-11,-4.0,1029.0,1,2.23,0,0,2010-01-17 12:00:00
397,398,2010,1,17,13,172.0,-11,-3.0,1028.0,1,3.12,0,0,2010-01-17 13:00:00
398,399,2010,1,17,14,154.0,-10,-1.0,1027.0,1,4.01,0,0,2010-01-17 14:00:00
399,400,2010,1,17,15,166.0,-11,-1.0,1027.0,1,4.46,0,0,2010-01-17 15:00:00
400,401,2010,1,17,16,177.0,-10,-1.0,1026.0,3,0.89,0,0,2010-01-17 16:00:00
401,402,2010,1,17,17,191.0,-10,-3.0,1026.0,3,1.78,0,0,2010-01-17 17:00:00
402,403,2010,1,17,18,212.0,-10,-5.0,1027.0,3,2.67,0,0,2010-01-17 18:00:00
403,404,2010,1,17,19,250.0,-10,-6.0,1027.0,2,0.89,0,0,2010-01-17 19:00:00
404,405,2010,1,17,20,268.0,-11,-7.0,1027.0,1,0.45,0,0,2010-01-17 20:00:00
405,406,2010,1,17,21,317.0,-10,-7.0,1027.0,1,0.9,0,0,2010-01-17 21:00:00
406,407,2010,1,17,22,291.0,-11,-9.0,1027.0,1,1.35,0,0,2010-01-17 22:00:00
407,408,2010,1,17,23,313.0,-12,-9.0,1027.0,2,0.89,0,0,2010-01-17 23:00:00
408,409,2010,1,18,0,282.0,-12,-10.0,1028.0,1,0.89,0,0,2010-01-18 00:00:00
409,410,2010,1,18,1,282.0,-13,-11.0,1028.0,0,3.13,0,0,2010-01-18 01:00:00
410,411,2010,1,18,2,303.0,-11,-9.0,1028.0,0,4.92,0,0,2010-01-18 02:00:00
411,412,2010,1,18,3,349.0,-13,-10.0,1028.0,0,6.71,0,0,2010-01-18 03:00:00
412,413,2010,1,18,4,407.0,-13,-11.0,1028.0,0,7.6,0,0,2010-01-18 04:00:00
413,414,2010,1,18,5,361.0,-13,-11.0,1027.0,2,1.79,0,0,2010-01-18 05:00:00
414,415,2010,1,18,6,234.0,-14,-11.0,1028.0,0,0.89,0,0,2010-01-18 06:00:00
415,416,2010,1,18,7,149.0,-14,-11.0,1028.0,0,4.02,0,0,2010-01-18 07:00:00
416,417,2010,1,18,8,147.0,-14,-11.0,1028.0,0,5.81,0,0,2010-01-18 08:00:00
417,418,2010,1,18,9,184.0,-11,-6.0,1028.0,0,9.83,0,0,2010-01-18 09:00:00
418,419,2010,1,18,10,161.0,-10,-5.0,1028.0,0,11.62,0,0,2010-01-18 10:00:00
419,420,2010,1,18,11,137.0,-9,-3.0,1028.0,0,13.41,0,0,2010-01-18 11:00:00
420,421,2010,1,18,12,146.0,-8,-1.0,1027.0,0,15.2,0,0,2010-01-18 12:00:00
421,422,2010,1,18,13,144.0,-9,0.0,1026.0,0,16.99,0,0,2010-01-18 13:00:00
422,423,2010,1,18,14,154.0,-9,1.0,1025.0,2,1.79,0,0,2010-01-18 14:00:00
423,424,2010,1,18,15,173.0,-9,1.0,1025.0,1,0.89,0,0,2010-01-18 15:00:00
424,425,2010,1,18,16,188.0,-8,1.0,1025.0,3,0.89,0,0,2010-01-18 16:00:00
425,426,2010,1,18,17,203.0,-7,-1.0,1025.0,3,2.68,0,0,2010-01-18 17:00:00
426,427,2010,1,18,18,233.0,-7,-2.0,1025.0,1,0.89,0,0,2010-01-18 18:00:00
427,428,2010,1,18,19,408.0,-7,-3.0,1025.0,3,0.89,0,0,2010-01-18 19:00:00
428,429,2010,1,18,20,435.0,-5,-2.0,1026.0,1,0.89,0,0,2010-01-18 20:00:00
429,430,2010,1,18,21,403.0,-5,-1.0,1026.0,0,1.79,0,0,2010-01-18 21:00:00
430,431,2010,1,18,22,360.0,-5,-1.0,1026.0,0,3.58,0,0,2010-01-18 22:00:00
431,432,2010,1,18,23,402.0,-6,-1.0,1026.0,1,0.89,0,0,2010-01-18 23:00:00
432,433,2010,1,19,0,358.0,-4,-1.0,1025.0,0,1.79,0,0,2010-01-19 00:00:00
433,434,2010,1,19,1,383.0,-5,-1.0,1024.0,0,4.92,0,0,2010-01-19 01:00:00
434,435,2010,1,19,2,332.0,-5,-1.0,1024.0,0,6.71,0,0,2010-01-19 02:00:00
435,436,2010,1,19,3,274.0,-5,-1.0,1023.0,0,8.5,0,0,2010-01-19 03:00:00
436,437,2010,1,19,4,256.0,-4,-1.0,1022.0,0,10.29,0,0,2010-01-19 04:00:00
437,438,2010,1,19,5,302.0,-4,-1.0,1021.0,0,11.18,0,0,2010-01-19 05:00:00
438,439,2010,1,19,6,330.0,-4,-1.0,1021.0,0,12.07,0,0,2010-01-19 06:00:00
439,440,2010,1,19,7,367.0,-4,-1.0,1021.0,0,13.86,0,0,2010-01-19 07:00:00
440,441,2010,1,19,8,297.0,-4,0.0,1021.0,1,0.89,0,0,2010-01-19 08:00:00
441,442,2010,1,19,9,331.0,-4,0.0,1021.0,0,1.79,0,0,2010-01-19 09:00:00
442,443,2010,1,19,10,323.0,-4,0.0,1021.0,1,0.89,0,0,2010-01-19 10:00:00
443,444,2010,1,19,11,339.0,-5,1.0,1021.0,0,1.79,0,0,2010-01-19 11:00:00
444,445,2010,1,19,12,301.0,-5,1.0,1020.0,1,0.89,0,0,2010-01-19 12:00:00
445,446,2010,1,19,13,310.0,-4,1.0,1019.0,1,1.34,0,0,2010-01-19 13:00:00
446,447,2010,1,19,14,305.0,-4,1.0,1018.0,2,0.89,0,0,2010-01-19 14:00:00
447,448,2010,1,19,15,313.0,-3,2.0,1018.0,1,0.45,0,0,2010-01-19 15:00:00
448,449,2010,1,19,16,336.0,-3,2.0,1018.0,1,1.34,0,0,2010-01-19 16:00:00
449,450,2010,1,19,17,357.0,-2,2.0,1018.0,2,0.89,0,0,2010-01-19 17:00:00
450,451,2010,1,19,18,485.0,-3,1.0,1018.0,1,0.89,0,0,2010-01-19 18:00:00
451,452,2010,1,19,19,426.0,-3,2.0,1020.0,0,1.79,0,0,2010-01-19 19:00:00
452,453,2010,1,19,20,403.0,-3,1.0,1020.0,0,4.92,0,0,2010-01-19 20:00:00
453,454,2010,1,19,21,374.0,-3,0.0,1021.0,0,6.71,0,0,2010-01-19 21:00:00
454,455,2010,1,19,22,333.0,-3,0.0,1021.0,0,8.5,0,0,2010-01-19 22:00:00
455,456,2010,1,19,23,343.0,-3,1.0,1020.0,0,11.63,0,0,2010-01-19 23:00:00
456,457,2010,1,20,0,364.0,-2,0.0,1021.0,0,14.76,0,0,2010-01-20 00:00:00
457,458,2010,1,20,1,389.0,-2,-1.0,1022.0,0,16.55,0,0,2010-01-20 01:00:00
458,459,2010,1,20,2,368.0,-4,-2.0,1022.0,0,19.68,0,0,2010-01-20 02:00:00
459,460,2010,1,20,3,267.0,-2,-1.0,1023.0,0,25.49,0,0,2010-01-20 03:00:00
460,461,2010,1,20,4,71.0,-3,1.0,1023.0,0,28.62,0,0,2010-01-20 04:00:00
461,462,2010,1,20,5,81.0,-3,0.0,1024.0,0,31.75,0,0,2010-01-20 05:00:00
462,463,2010,1,20,6,51.0,-5,2.0,1026.0,0,36.67,0,0,2010-01-20 06:00:00
463,464,2010,1,20,7,49.0,-9,1.0,1027.0,0,41.59,0,0,2010-01-20 07:00:00
464,465,2010,1,20,8,44.0,-10,0.0,1028.0,0,48.74,0,0,2010-01-20 08:00:00
465,466,2010,1,20,9,45.0,-10,0.0,1030.0,0,55.89,0,0,2010-01-20 09:00:00
466,467,2010,1,20,10,35.0,-11,1.0,1032.0,0,63.04,0,0,2010-01-20 10:00:00
467,468,2010,1,20,11,29.0,-13,0.0,1033.0,0,71.09,0,0,2010-01-20 11:00:00
468,469,2010,1,20,12,27.0,-13,0.0,1033.0,0,78.24,0,0,2010-01-20 12:00:00
469,470,2010,1,20,13,29.0,-13,-1.0,1033.0,2,8.05,0,0,2010-01-20 13:00:00
470,471,2010,1,20,14,16.0,-13,-1.0,1032.0,0,7.15,0,0,2010-01-20 14:00:00
471,472,2010,1,20,15,23.0,-15,-1.0,1032.0,2,5.81,0,0,2010-01-20 15:00:00
472,473,2010,1,20,16,28.0,-14,-1.0,1033.0,0,5.81,0,0,2010-01-20 16:00:00
473,474,2010,1,20,17,22.0,-15,-2.0,1033.0,0,12.96,0,0,2010-01-20 17:00:00
474,475,2010,1,20,18,11.0,-16,-3.0,1034.0,0,21.01,0,0,2010-01-20 18:00:00
475,476,2010,1,20,19,25.0,-17,-4.0,1035.0,0,28.16,0,0,2010-01-20 19:00:00
476,477,2010,1,20,20,16.0,-19,-3.0,1036.0,0,37.99,0,0,2010-01-20 20:00:00
477,478,2010,1,20,21,20.0,-18,-4.0,1037.0,0,46.93,0,0,2010-01-20 21:00:00
478,479,2010,1,20,22,20.0,-19,-4.0,1038.0,0,55.87,0,0,2010-01-20 22:00:00
479,480,2010,1,20,23,18.0,-19,-5.0,1038.0,0,65.7,0,0,2010-01-20 23:00:00
480,481,2010,1,21,0,18.0,-20,-6.0,1038.0,0,75.53,0,0,2010-01-21 00:00:00
481,482,2010,1,21,1,17.0,-20,-6.0,1038.0,0,85.36,0,0,2010-01-21 01:00:00
482,483,2010,1,21,2,17.0,-20,-7.0,1038.0,0,95.19,0,0,2010-01-21 02:00:00
483,484,2010,1,21,3,17.0,-22,-8.0,1038.0,0,103.24,0,0,2010-01-21 03:00:00
484,485,2010,1,21,4,15.0,-23,-8.0,1038.0,0,111.29,0,0,2010-01-21 04:00:00
485,486,2010,1,21,5,19.0,-24,-9.0,1038.0,0,118.44,0,0,2010-01-21 05:00:00
486,487,2010,1,21,6,16.0,-24,-9.0,1038.0,0,128.27,0,0,2010-01-21 06:00:00
487,488,2010,1,21,7,18.0,-25,-9.0,1038.0,0,138.1,0,0,2010-01-21 07:00:00
488,489,2010,1,21,8,18.0,-25,-8.0,1039.0,0,147.04,0,0,2010-01-21 08:00:00
489,490,2010,1,21,9,18.0,-25,-8.0,1039.0,0,155.98,0,0,2010-01-21 09:00:00
490,491,2010,1,21,10,26.0,-22,-7.0,1039.0,0,160.9,0,0,2010-01-21 10:00:00
491,492,2010,1,21,11,26.0,-22,-7.0,1038.0,2,3.13,0,0,2010-01-21 11:00:00
492,493,2010,1,21,12,25.0,-22,-5.0,1037.0,0,4.02,0,0,2010-01-21 12:00:00
493,494,2010,1,21,13,24.0,-21,-5.0,1035.0,2,3.13,0,0,2010-01-21 13:00:00
494,495,2010,1,21,14,15.0,-21,-4.0,1034.0,3,1.79,0,0,2010-01-21 14:00:00
495,496,2010,1,21,15,17.0,-20,-3.0,1034.0,2,1.79,0,0,2010-01-21 15:00:00
496,497,2010,1,21,16,15.0,-21,-2.0,1033.0,0,4.92,0,0,2010-01-21 16:00:00
497,498,2010,1,21,17,21.0,-20,-2.0,1033.0,0,10.73,0,0,2010-01-21 17:00:00
498,499,2010,1,21,18,40.0,-20,-2.0,1034.0,0,15.65,0,0,2010-01-21 18:00:00
499,500,2010,1,21,19,51.0,-19,-3.0,1034.0,0,21.46,0,0,2010-01-21 19:00:00
500,501,2010,1,21,20,45.0,-19,-3.0,1035.0,0,25.48,0,0,2010-01-21 20:00:00
501,502,2010,1,21,21,61.0,-17,-8.0,1035.0,2,0.89,0,0,2010-01-21 21:00:00
502,503,2010,1,21,22,72.0,-18,-9.0,1035.0,0,1.79,0,0,2010-01-21 22:00:00
503,504,2010,1,21,23,38.0,-18,-9.0,1035.0,0,3.58,0,0,2010-01-21 23:00:00
504,505,2010,1,22,0,35.0,-18,-6.0,1036.0,0,7.6,0,0,2010-01-22 00:00:00
505,506,2010,1,22,1,29.0,-20,-4.0,1037.0,0,17.43,0,0,2010-01-22 01:00:00
506,507,2010,1,22,2,26.0,-21,-5.0,1037.0,0,27.26,0,0,2010-01-22 02:00:00
507,508,2010,1,22,3,18.0,-21,-6.0,1037.0,0,35.31,0,0,2010-01-22 03:00:00
508,509,2010,1,22,4,15.0,-20,-7.0,1036.0,0,42.46,0,0,2010-01-22 04:00:00
509,510,2010,1,22,5,15.0,-20,-7.0,1035.0,0,48.27,0,0,2010-01-22 05:00:00
510,511,2010,1,22,6,22.0,-20,-7.0,1035.0,0,54.08,0,0,2010-01-22 06:00:00
511,512,2010,1,22,7,21.0,-20,-7.0,1036.0,0,59.0,0,0,2010-01-22 07:00:00
512,513,2010,1,22,8,19.0,-19,-7.0,1036.0,0,63.92,0,0,2010-01-22 08:00:00
513,514,2010,1,22,9,22.0,-20,-5.0,1036.0,0,67.94,0,0,2010-01-22 09:00:00
514,515,2010,1,22,10,25.0,-19,-4.0,1036.0,0,75.09,0,0,2010-01-22 10:00:00
515,516,2010,1,22,11,22.0,-19,-4.0,1036.0,0,84.03,0,0,2010-01-22 11:00:00
516,517,2010,1,22,12,26.0,-19,-3.0,1035.0,0,95.21,0,0,2010-01-22 12:00:00
517,518,2010,1,22,13,32.0,-18,-3.0,1034.0,0,105.04,0,0,2010-01-22 13:00:00
518,519,2010,1,22,14,30.0,-19,-2.0,1033.0,0,114.87,0,0,2010-01-22 14:00:00
519,520,2010,1,22,15,32.0,-18,-2.0,1032.0,0,124.7,0,0,2010-01-22 15:00:00
520,521,2010,1,22,16,30.0,-18,-2.0,1032.0,0,133.64,0,0,2010-01-22 16:00:00
521,522,2010,1,22,17,32.0,-18,-2.0,1032.0,0,139.45,0,0,2010-01-22 17:00:00
522,523,2010,1,22,18,37.0,-18,-3.0,1032.0,0,144.37,0,0,2010-01-22 18:00:00
523,524,2010,1,22,19,49.0,-17,-5.0,1033.0,0,149.29,0,0,2010-01-22 19:00:00
524,525,2010,1,22,20,47.0,-18,-4.0,1033.0,0,153.31,0,0,2010-01-22 20:00:00
